DISSOLVED OXYGEN (mg/L),PERCENTAGE DISSOLVED OXYGEN (%),PH (???),TEMPERATURE (°C),TURBIDITY (NTU),date,quality
11.36,96.51,7.76,6.17,14.0,2022-12-07 18:01:24,77.5
10.51,94.83,7.84,7.071,10.11,2022-12-07 17:01:24,87.225
9.26,92.03,7.9,8.564,5.87,2022-12-07 16:01:24,97.825
9.05,91.01,7.89,8.697,6.3,2022-12-07 15:01:24,96.75
9.27,91.96,7.89,8.496,8.1,2022-12-07 14:01:24,92.25
10.2,94.67,7.84,7.563,16.77,2022-12-07 13:01:24,75.0
10.61,95.07,7.78,7.065,19.36,2022-12-07 12:01:24,75.0
11.56,96.88,7.68,6.122,14.77,2022-12-07 11:01:24,75.575
11.98,97.28,7.67,5.644,10.44,2022-12-07 10:01:24,86.4
12.09,98.14,7.68,5.628,13.25,2022-12-07 09:01:24,79.375
11.99,98.1,7.7,5.781,12.2,2022-12-07 08:01:24,82.0
11.78,97.72,7.72,6.011,18.62,2022-12-07 07:01:24,75.0
11.61,96.88,7.74,6.077,13.69,2022-12-07 06:01:24,78.275
10.94,95.32,7.82,6.681,11.12,2022-12-07 05:01:24,84.7
9.8,92.97,7.88,7.947,7.38,2022-12-07 04:01:24,94.05
8.95,89.42,7.86,8.682,7.97,2022-12-07 03:01:24,92.575
9.03,91.02,7.88,8.806,7.49,2022-12-07 02:01:24,93.775
9.86,93.43,7.85,7.995,13.64,2022-12-07 01:01:24,78.4
10.37,94.54,7.8,7.464,18.26,2022-12-07 00:01:24,75.0
11.32,97.07,7.72,6.666,25.8,2022-12-06 23:01:24,75.0
11.89,97.89,7.66,6.079,12.97,2022-12-06 22:01:24,80.075
12.19,98.74,7.7,5.841,15.02,2022-12-06 21:01:24,75.0
12.13,98.9,7.71,5.965,15.7,2022-12-06 20:01:24,75.0
11.92,98.41,7.73,6.182,21.25,2022-12-06 19:01:24,75.0
11.72,97.61,7.74,6.351,20.32,2022-12-06 18:01:24,75.0
11.39,96.67,7.78,6.653,16.2,2022-12-06 17:01:24,75.0
10.13,93.12,7.84,7.685,10.14,2022-12-06 16:01:24,87.15
8.97,88.87,7.86,8.653,6.13,2022-12-06 15:01:24,97.175
8.85,88.79,7.86,8.806,6.71,2022-12-06 14:01:24,95.725
9.79,92.35,7.83,8.034,15.76,2022-12-06 13:01:24,75.0
10.16,92.93,7.77,7.652,25.39,2022-12-06 12:01:24,75.0
11.15,95.34,7.71,6.822,24.08,2022-12-06 11:01:24,75.0
12.05,98.74,7.71,6.201,20.35,2022-12-06 10:01:24,75.0
12.17,98.71,7.78,6.035,29.79,2022-12-06 09:01:24,75.0
12.08,98.78,7.74,6.175,31.19,2022-12-06 08:01:24,75.0
11.99,98.77,7.74,6.317,32.8,2022-12-06 07:01:24,75.0
11.83,98.2,7.76,6.462,25.13,2022-12-06 06:01:24,75.0
11.68,97.2,7.8,6.496,26.59,2022-12-06 05:01:24,75.0
10.71,93.58,7.76,7.085,9.83,2022-12-06 04:01:24,87.925
9.85,90.76,7.78,7.818,8.27,2022-12-06 03:01:24,91.825
9.07,87.63,7.79,8.412,7.79,2022-12-06 02:01:24,93.025
9.17,88.25,7.78,8.37,7.13,2022-12-06 01:01:24,94.675
9.86,90.58,7.73,7.778,14.77,2022-12-06 00:01:24,75.575
10.6,93.28,7.68,7.274,23.31,2022-12-05 23:01:24,75.0
11.73,97.27,7.68,6.536,19.42,2022-12-05 22:01:24,75.0
11.89,97.22,7.81,6.351,24.37,2022-12-05 21:01:24,75.0
11.84,97.26,7.78,6.4,24.3,2022-12-05 20:01:24,75.0
11.68,97.09,7.72,6.549,20.94,2022-12-05 19:01:24,75.0
11.51,96.43,7.7,6.662,12.3,2022-12-05 18:01:24,81.75
11.22,95.26,7.67,6.847,12.55,2022-12-05 17:01:24,81.125
10.62,93.12,7.7,7.245,9.8,2022-12-05 16:01:24,88.0
9.76,90.49,7.77,7.91,7.31,2022-12-05 15:01:24,94.225
8.97,86.32,7.77,8.391,6.15,2022-12-05 14:01:24,97.125
9.23,88.41,7.78,8.325,11.89,2022-12-05 13:01:24,82.775
9.79,90.64,7.74,7.899,7.48,2022-12-05 12:01:24,93.8
10.22,91.96,7.7,7.556,15.33,2022-12-05 11:01:24,75.0
10.76,93.58,7.65,7.14,12.14,2022-12-05 10:01:24,82.15
11.01,93.62,7.65,6.871,10.81,2022-12-05 09:01:24,85.475
11.24,95.06,7.67,6.793,16.79,2022-12-05 08:01:24,75.0
11.16,95.01,7.67,6.87,11.99,2022-12-05 07:01:24,82.525
11.0,94.78,7.69,7.007,15.23,2022-12-05 06:01:24,75.0
10.76,93.92,7.71,7.184,13.4,2022-12-05 05:01:24,79.0
10.23,92.27,7.76,7.564,9.94,2022-12-05 04:01:24,87.65
9.6,90.14,7.8,8.052,6.5,2022-12-05 03:01:47,96.25
9.14,88.75,7.83,8.486,5.66,2022-12-05 02:01:24,98.35
8.79,87.02,7.83,8.745,5.95,2022-12-05 01:01:24,97.625
9.09,88.87,7.83,8.587,6.05,2022-12-05 00:01:24,97.375
9.5,90.53,7.8,8.263,8.68,2022-12-04 23:01:24,90.8
9.97,92.06,7.76,7.881,15.18,2022-12-04 22:01:24,75.0
9.88,90.61,7.72,7.809,7.88,2022-12-04 21:01:24,92.8
10.06,90.41,7.68,7.567,9.72,2022-12-04 20:01:24,88.2
10.86,94.07,7.7,7.126,7.95,2022-12-04 19:01:24,92.625
10.74,93.97,7.71,7.244,7.24,2022-12-04 18:01:24,94.4
10.34,92.84,7.75,7.535,8.35,2022-12-04 17:01:24,91.625
10.0,92.09,7.78,7.826,10.88,2022-12-04 16:01:24,85.3
9.45,90.52,7.83,8.305,6.4,2022-12-04 15:01:24,96.5
8.99,88.46,7.85,8.664,5.18,2022-12-04 14:01:24,99.55
8.69,87.0,7.85,8.925,2.67,2022-12-04 13:01:24,100.0
9.15,89.24,7.84,8.561,3.72,2022-12-04 12:01:24,100.0
9.8,91.96,7.81,8.03,9.2,2022-12-04 11:01:24,89.5
9.39,89.83,7.81,8.336,9.79,2022-12-04 10:01:24,88.025
9.7,90.21,7.74,8.0,8.96,2022-12-04 09:01:24,90.1
10.43,92.26,7.69,7.392,6.46,2022-12-04 08:01:24,96.35
10.73,93.23,7.69,7.153,7.03,2022-12-04 07:01:24,94.925
11.02,94.66,7.72,6.975,6.59,2022-12-04 06:01:24,96.025
10.62,93.77,7.73,7.323,7.85,2022-12-04 05:01:24,92.875
10.28,93.02,7.77,7.621,11.36,2022-12-04 04:01:24,84.1
9.62,90.86,7.83,8.132,11.81,2022-12-04 03:01:24,82.975
9.03,89.22,7.87,8.78,4.99,2022-12-04 02:01:24,100.0
8.45,86.07,7.87,9.206,3.04,2022-12-04 01:01:24,100.0
8.43,86.75,7.89,9.358,4.64,2022-12-04 00:01:24,100.0
8.66,87.85,7.88,9.125,5.05,2022-12-03 23:01:24,99.875
9.14,90.1,7.87,8.75,9.42,2022-12-03 22:01:24,88.95
9.31,90.32,7.84,8.547,8.04,2022-12-03 21:01:24,92.4
9.19,88.7,7.79,8.489,4.77,2022-12-03 20:01:24,100.0
9.81,90.4,7.74,7.937,5.46,2022-12-03 19:01:24,98.85
10.1,91.73,7.73,7.703,5.21,2022-12-03 18:01:24,99.475
10.5,93.64,7.74,7.469,5.54,2022-12-03 17:01:24,98.65
10.09,92.66,7.78,7.845,7.03,2022-12-03 16:01:24,94.925
9.5,90.55,7.83,8.295,5.7,2022-12-03 15:01:24,98.25
9.46,91.28,7.86,8.471,6.23,2022-12-03 14:01:24,96.925
8.58,87.66,7.89,9.274,5.13,2022-12-03 13:01:24,99.675
8.27,86.21,7.9,9.553,4.84,2022-12-03 12:01:24,100.0
8.68,88.21,7.89,9.189,6.44,2022-12-03 11:01:24,96.4
9.16,90.28,7.87,8.762,11.58,2022-12-03 10:01:24,83.55
8.95,88.87,7.85,8.896,11.94,2022-12-03 09:01:24,82.65
9.33,89.05,7.76,8.363,5.55,2022-12-03 08:01:24,98.625
10.91,95.08,7.7,7.168,5.07,2022-12-03 07:01:24,99.825
10.75,94.39,7.71,7.221,5.75,2022-12-03 06:01:24,98.125
10.98,95.47,7.73,7.092,6.05,2022-12-03 05:01:24,97.375
10.64,94.46,7.75,7.357,5.76,2022-12-03 04:01:24,98.1
9.85,92.23,7.82,8.087,8.9,2022-12-03 03:01:24,90.25
10.12,93.27,7.83,7.826,6.29,2022-12-03 02:01:24,96.775
9.15,90.4,7.89,8.833,5.89,2022-12-03 01:01:24,97.775
8.25,86.55,7.92,9.672,4.51,2022-12-03 00:01:24,100.0
8.18,86.84,7.93,9.849,5.88,2022-12-02 23:01:24,97.8
8.2,86.46,7.91,9.752,4.76,2022-12-02 22:01:24,100.0
8.49,87.99,7.91,9.5,11.33,2022-12-02 21:01:24,84.175
8.69,88.45,7.89,9.262,14.49,2022-12-02 20:01:24,76.275
8.76,86.84,7.82,8.881,4.15,2022-12-02 19:01:24,100.0
9.89,90.87,7.75,7.813,5.6,2022-12-02 18:01:24,98.5
9.8,90.92,7.75,7.991,6.01,2022-12-02 17:01:24,97.475
10.32,93.48,7.77,7.652,5.07,2022-12-02 16:01:24,99.825
10.26,93.57,7.8,7.76,6.18,2022-12-02 15:01:24,97.05
9.5,91.21,7.86,8.434,7.11,2022-12-02 14:01:24,94.725
9.42,91.19,7.88,8.554,5.88,2022-12-02 13:01:24,97.8
8.47,88.02,7.92,9.552,6.43,2022-12-02 12:01:24,96.425
8.13,86.23,7.92,9.84,5.17,2022-12-02 11:01:24,99.575
8.38,87.6,7.92,9.637,5.04,2022-12-02 10:01:24,99.9
8.83,89.5,7.91,9.19,6.86,2022-12-02 09:01:24,95.35
8.81,88.92,7.89,9.129,12.28,2022-12-02 08:01:24,81.8
8.98,88.19,7.81,8.783,5.66,2022-12-02 07:01:24,98.35
10.83,94.79,7.71,7.108,5.54,2022-12-02 06:01:24,98.65
10.8,94.03,7.71,7.031,5.02,2022-12-02 05:01:24,99.95
11.2,96.24,7.74,6.855,5.19,2022-12-02 04:01:24,99.525
10.86,95.08,7.76,7.142,6.64,2022-12-02 03:01:24,95.9
10.15,93.15,7.82,7.813,8.96,2022-12-02 02:01:24,90.1
10.16,93.62,7.84,7.898,7.3,2022-12-02 01:01:24,94.25
9.24,90.87,7.91,8.804,4.64,2022-12-02 00:01:24,100.0
8.53,88.15,7.93,9.496,4.07,2022-12-01 23:01:24,100.0
8.02,85.39,7.92,9.938,3.22,2022-12-01 22:01:24,100.0
8.16,86.77,7.93,9.907,4.96,2022-12-01 21:01:24,100.0
8.36,87.73,7.92,9.718,5.54,2022-12-01 20:01:24,98.65
8.58,88.32,7.91,9.474,11.28,2022-12-01 19:01:24,84.3
8.75,87.99,7.87,9.17,7.28,2022-12-01 18:01:24,94.3
9.92,90.65,7.74,7.777,5.52,2022-12-01 17:01:24,98.7
10.37,92.97,7.76,7.55,5.24,2022-12-01 16:01:24,99.4
10.44,93.55,7.77,7.482,5.19,2022-12-01 15:01:24,99.525
10.3,93.58,7.8,7.719,5.83,2022-12-01 14:01:24,97.925
9.99,92.72,7.84,7.984,5.86,2022-12-01 13:01:24,97.85
9.28,90.33,7.88,8.688,4.92,2022-12-01 12:01:24,100.0
8.76,89.33,7.92,9.353,6.02,2022-12-01 11:01:24,97.45
8.33,87.94,7.94,9.84,5.9,2022-12-01 10:01:24,97.75
8.45,88.31,7.93,9.69,8.57,2022-12-01 09:01:24,91.075
8.84,89.64,7.92,9.271,10.08,2022-12-01 08:01:24,87.3
9.1,90.3,7.89,8.985,8.41,2022-12-01 07:01:24,91.475
9.16,89.08,7.82,8.743,5.67,2022-12-01 06:01:24,98.325
10.32,93.01,7.73,7.65,6.09,2022-12-01 05:01:24,97.275
11.24,95.54,7.69,6.81,4.81,2022-12-01 04:01:24,100.0
11.15,95.57,7.71,6.943,5.48,2022-12-01 03:01:24,98.8
11.07,95.54,7.73,7.052,6.11,2022-12-01 02:01:24,97.225
10.74,94.59,7.76,7.38,8.0,2022-12-01 01:01:24,92.5
10.36,94.3,7.82,7.859,13.27,2022-12-01 00:01:24,79.325
9.67,92.12,7.89,8.43,5.93,2022-11-30 23:01:24,97.675
8.63,88.8,7.93,9.601,4.8,2022-11-30 22:01:24,100.0
7.99,84.78,7.91,9.974,2.25,2022-11-30 21:01:24,100.0
8.21,87.25,7.93,10.005,6.1,2022-11-30 20:01:24,97.25
8.42,88.48,7.93,9.865,10.69,2022-11-30 19:01:24,85.775
8.75,89.42,7.91,9.487,13.5,2022-11-30 18:01:24,78.75
8.91,89.04,7.87,9.221,10.57,2022-11-30 17:01:24,86.075
9.64,90.12,7.76,8.343,5.28,2022-11-30 16:01:24,99.3
11.05,95.05,7.7,7.119,4.89,2022-11-30 15:01:24,100.0
11.04,94.79,7.71,7.085,9.89,2022-11-30 14:01:24,87.775
10.81,94.46,7.74,7.367,6.3,2022-11-30 13:01:24,96.75
10.19,92.78,7.79,8.003,6.37,2022-11-30 12:01:24,96.575
9.92,91.84,7.82,8.213,4.87,2022-11-30 11:01:24,100.0
9.05,89.95,7.92,9.183,7.61,2022-11-30 10:01:24,93.475
8.54,88.67,7.93,9.754,6.54,2022-11-30 09:01:24,96.15
8.48,88.62,7.93,9.843,6.56,2022-11-30 08:01:24,96.1
9.05,90.36,7.9,9.282,8.29,2022-11-30 07:01:24,91.775
9.34,90.83,7.86,8.958,8.39,2022-11-30 06:01:24,91.525
9.83,91.41,7.8,8.364,16.09,2022-11-30 05:01:24,75.0
10.65,93.88,7.69,7.599,7.05,2022-11-30 04:01:24,94.875
11.09,94.21,7.68,7.074,5.76,2022-11-30 03:01:24,98.1
11.22,95.44,7.68,7.096,5.97,2022-11-30 02:01:24,97.575
11.0,94.35,7.7,7.291,5.67,2022-11-30 01:01:24,98.325
10.99,94.95,7.71,7.426,9.32,2022-11-30 00:01:24,89.2
10.55,93.74,7.77,7.905,12.34,2022-11-29 23:01:24,81.65
10.11,92.54,7.81,8.304,7.09,2022-11-29 22:01:24,94.775
9.02,89.6,7.91,9.306,5.35,2022-11-29 21:01:24,99.125
8.36,87.0,7.91,9.86,3.25,2022-11-29 20:01:24,100.0
8.39,88.11,7.92,9.953,7.88,2022-11-29 19:01:24,92.8
8.72,89.41,7.91,9.68,12.29,2022-11-29 18:01:24,81.775
9.18,90.71,7.88,9.274,17.45,2022-11-29 17:01:25,75.0
9.7,91.56,7.81,8.77,10.43,2022-11-29 16:01:24,86.425
10.36,91.87,7.7,8.061,6.81,2022-11-29 15:01:24,95.475
10.86,93.69,7.69,7.74,6.39,2022-11-29 14:01:24,96.525
10.97,94.1,7.71,7.655,6.39,2022-11-29 13:01:24,96.525
10.87,94.1,7.71,7.777,8.62,2022-11-29 12:01:24,90.95
10.53,93.22,7.76,8.042,8.51,2022-11-29 11:01:24,91.225
10.19,92.33,7.81,8.244,7.26,2022-11-29 10:01:24,94.35
9.51,91.1,7.89,8.928,5.61,2022-11-29 09:01:24,98.475
8.58,88.36,7.92,9.783,3.81,2022-11-29 08:01:24,100.0
8.6,89.17,7.91,9.863,6.2,2022-11-29 07:01:24,97.0
9.0,90.15,7.89,9.492,10.0,2022-11-29 06:01:24,87.5
9.53,91.41,7.84,9.059,18.56,2022-11-29 05:01:24,75.0
10.08,92.65,7.75,8.657,19.09,2022-11-29 04:01:24,75.0
10.83,94.62,7.68,8.117,9.65,2022-11-29 03:01:24,88.375
10.91,93.75,7.68,7.918,6.53,2022-11-29 02:01:24,96.175
11.05,95.19,7.7,7.964,8.77,2022-11-29 01:01:24,90.575
10.92,94.89,7.72,8.133,8.75,2022-11-29 00:01:24,90.625
10.8,94.65,7.73,8.256,14.72,2022-11-28 23:01:24,75.7
10.61,93.93,7.75,8.378,10.96,2022-11-28 22:01:24,85.1
9.99,92.0,7.83,8.695,12.29,2022-11-28 21:01:24,81.775
9.19,90.2,7.9,9.284,5.67,2022-11-28 20:01:24,98.325
8.49,87.19,7.91,9.727,5.3,2022-11-28 19:01:24,99.25
8.48,88.43,7.92,9.897,9.99,2022-11-28 18:01:24,87.525
9.03,90.03,7.89,9.434,16.91,2022-11-28 17:01:24,75.0
9.8,92.19,7.82,8.89,18.48,2022-11-28 16:01:24,75.0
10.09,92.72,7.76,8.703,26.47,2022-11-28 15:01:24,75.0
10.49,92.9,7.67,8.411,8.14,2022-11-28 14:01:24,92.15
10.76,93.01,7.72,8.275,7.21,2022-11-28 13:01:24,94.475
10.9,94.49,7.72,8.284,8.71,2022-11-28 12:01:24,90.725
10.82,94.5,7.73,8.308,15.86,2022-11-28 11:01:24,75.0
10.7,93.98,7.75,8.276,13.12,2022-11-28 10:01:24,79.7
10.19,92.02,7.78,8.387,10.33,2022-11-28 09:01:24,86.675
9.64,90.96,7.85,8.745,8.92,2022-11-28 08:01:24,90.2
9.05,89.79,7.9,9.301,6.75,2022-11-28 07:01:24,95.625
8.59,88.04,7.9,9.652,5.29,2022-11-28 06:01:24,99.275
9.12,90.41,7.89,9.302,14.97,2022-11-28 05:01:24,75.075
9.83,92.1,7.79,8.748,35.23,2022-11-28 04:01:24,75.0
10.31,92.95,7.73,8.427,18.87,2022-11-28 03:01:24,75.0
10.93,95.11,7.67,8.209,14.34,2022-11-28 02:01:24,76.65
10.85,93.8,7.68,8.202,12.35,2022-11-28 01:01:24,81.625
10.98,95.2,7.69,8.212,13.28,2022-11-28 00:01:24,79.3
10.86,94.81,7.71,8.217,18.87,2022-11-27 23:01:24,75.0
10.78,94.58,7.73,8.201,19.0,2022-11-27 22:01:24,75.0
10.51,93.42,7.77,8.184,13.91,2022-11-27 21:01:24,77.725
9.79,91.21,7.87,8.573,12.56,2022-11-27 20:01:24,81.1
9.26,90.45,7.91,9.064,7.37,2022-11-27 19:01:24,94.075
8.63,88.5,7.92,9.648,7.12,2022-11-27 18:01:24,94.7
8.68,89.0,7.92,9.64,8.65,2022-11-27 17:01:24,90.875
9.09,89.98,7.88,9.243,18.15,2022-11-27 16:01:24,75.0
10.01,92.26,7.8,8.466,24.99,2022-11-27 15:01:24,75.0
10.73,94.23,7.71,8.021,18.62,2022-11-27 14:01:24,75.0
11.14,95.84,7.67,7.904,14.41,2022-11-27 13:01:24,76.475
11.23,95.81,7.7,7.86,15.3,2022-11-27 12:01:24,75.0
11.21,95.98,7.72,7.845,15.55,2022-11-27 11:01:24,75.0
10.97,94.82,7.75,7.857,28.99,2022-11-27 10:01:24,75.0
10.8,93.89,7.8,7.843,22.99,2022-11-27 09:01:24,75.0
10.3,92.46,7.83,8.077,15.49,2022-11-27 08:01:24,75.0
9.45,90.19,7.89,8.727,6.82,2022-11-27 07:01:24,95.45
8.75,88.18,7.9,9.363,5.28,2022-11-27 06:01:24,99.3
8.65,88.07,7.9,9.494,7.04,2022-11-27 05:01:24,94.9
9.29,90.28,7.86,8.933,22.05,2022-11-27 04:01:24,75.0
10.36,93.17,7.76,8.045,23.35,2022-11-27 03:01:24,75.0
11.04,94.77,7.68,7.578,27.05,2022-11-27 02:01:24,75.0
11.52,96.68,7.77,7.438,35.01,2022-11-27 01:01:24,75.0
11.63,97.11,7.94,7.469,53.79,2022-11-27 00:01:24,75.0
11.58,96.96,7.86,7.418,53.7,2022-11-26 23:01:24,75.0
11.28,95.65,7.75,7.431,59.28,2022-11-26 22:01:24,75.0
11.05,94.58,7.76,7.458,36.46,2022-11-26 21:01:24,75.0
10.89,93.63,7.79,7.446,20.67,2022-11-26 20:01:24,75.0
10.1,91.16,7.81,7.928,12.43,2022-11-26 19:01:24,81.425
9.36,89.02,7.85,8.557,6.55,2022-11-26 18:01:24,96.125
8.67,86.52,7.86,9.168,8.91,2022-11-26 17:01:24,90.225
9.06,88.68,7.85,8.935,17.7,2022-11-26 16:01:24,75.0
10.15,92.0,7.77,7.963,22.15,2022-11-26 15:01:24,75.0
10.91,93.8,7.68,7.313,28.45,2022-11-26 14:01:24,75.0
11.43,95.7,7.7,7.066,27.1,2022-11-26 13:01:24,75.0
11.76,97.14,7.92,7.026,45.4,2022-11-26 12:01:24,75.0
11.67,96.63,7.88,6.996,47.73,2022-11-26 11:01:24,75.0
11.37,95.39,7.75,7.055,43.46,2022-11-26 10:01:24,75.0
11.23,94.9,7.74,7.068,45.73,2022-11-26 09:01:24,75.0
11.08,93.83,7.78,7.043,22.74,2022-11-26 08:01:24,75.0
10.55,91.63,7.77,7.327,17.5,2022-11-26 07:01:24,75.0
9.56,88.82,7.83,8.188,11.58,2022-11-26 06:01:24,83.55
8.81,86.83,7.86,9.01,9.29,2022-11-26 05:01:24,89.275
8.75,86.75,7.85,9.078,10.48,2022-11-26 04:01:24,86.3
9.49,89.29,7.8,8.378,27.24,2022-11-26 03:01:24,75.0
10.42,91.48,7.7,7.459,27.6,2022-11-26 02:01:24,75.0
11.11,93.72,7.67,6.939,30.84,2022-11-26 01:01:24,75.0
11.65,95.98,7.76,6.665,33.67,2022-11-26 00:01:24,75.0
11.78,96.52,7.88,6.592,38.91,2022-11-25 23:01:24,75.0
11.5,95.42,7.77,6.735,38.06,2022-11-25 22:01:24,75.0
11.23,94.33,7.72,6.872,50.63,2022-11-25 21:01:24,75.0
11.03,93.03,7.77,6.917,32.58,2022-11-25 20:01:24,75.0
10.67,91.17,7.77,7.089,24.52,2022-11-25 19:01:24,75.0
9.68,88.48,7.77,8.052,16.26,2022-11-25 18:01:24,75.0
8.94,86.3,7.81,8.786,5.98,2022-11-25 17:01:24,97.55
8.46,85.05,7.84,9.308,13.14,2022-11-25 16:01:24,79.65
9.05,87.16,7.8,8.737,17.81,2022-11-25 15:01:24,75.0
9.85,88.89,7.71,7.881,23.09,2022-11-25 14:01:24,75.0
10.64,90.85,7.66,7.106,35.04,2022-11-25 13:01:24,75.0
11.46,93.95,7.8,6.484,41.59,2022-11-25 12:01:24,75.0
11.71,94.95,8.0,6.289,52.9,2022-11-25 11:01:24,75.0
11.54,94.12,7.93,6.383,65.89,2022-11-25 10:01:24,75.0
11.05,92.33,7.76,6.754,51.7,2022-11-25 09:01:24,75.0
10.74,91.23,7.73,7.012,41.17,2022-11-25 08:01:24,75.0
10.45,89.44,7.73,7.152,21.64,2022-11-25 07:01:24,75.0
9.69,87.37,7.73,7.879,22.3,2022-11-25 06:01:24,75.0
9.03,85.9,7.79,8.595,15.0,2022-11-25 05:01:24,75.0
8.47,84.61,7.81,9.254,7.31,2022-11-25 04:01:24,94.225
8.67,86.03,7.81,9.174,19.43,2022-11-25 03:01:24,75.0
9.47,87.74,7.73,8.26,23.26,2022-11-25 02:01:24,75.0
10.02,88.6,7.65,7.667,24.26,2022-11-25 01:01:24,75.0
10.64,90.43,7.66,7.131,25.4,2022-11-25 00:01:24,75.0
11.33,93.1,7.82,6.584,28.83,2022-11-24 23:01:24,75.0
11.12,92.24,7.78,6.749,26.57,2022-11-24 22:01:24,75.0
10.64,90.48,7.7,7.125,35.01,2022-11-24 21:01:24,75.0
10.51,90.14,7.7,7.275,45.56,2022-11-24 20:01:24,75.0
10.22,88.67,7.7,7.477,18.76,2022-11-24 19:01:24,75.0
9.53,86.91,7.72,8.092,16.71,2022-11-24 18:01:24,75.0
9.05,86.45,7.78,8.693,11.08,2022-11-24 17:01:24,84.8
8.65,86.14,7.83,9.223,9.45,2022-11-24 16:01:24,88.875
8.48,85.95,7.83,9.467,14.65,2022-11-24 15:01:24,75.875
9.07,87.55,7.78,8.829,22.58,2022-11-24 14:01:24,75.0
9.58,87.99,7.68,8.197,24.09,2022-11-24 13:01:24,75.0
10.2,89.02,7.61,7.543,22.95,2022-11-24 12:01:24,75.0
10.56,89.92,7.62,7.248,22.54,2022-11-24 11:01:24,75.0
10.86,90.79,7.71,6.99,22.58,2022-11-24 10:01:24,75.0
10.62,90.14,7.66,7.198,22.64,2022-11-24 09:01:24,75.0
10.5,89.76,7.65,7.284,25.72,2022-11-24 08:01:24,75.0
10.28,89.04,7.65,7.459,23.0,2022-11-24 07:01:24,75.0
9.84,87.74,7.67,7.823,19.61,2022-11-24 06:01:24,75.0
9.27,87.22,7.74,8.496,9.18,2022-11-24 05:01:24,89.55
8.76,86.66,7.82,9.184,8.23,2022-11-24 04:01:24,91.925
8.35,85.66,7.83,9.699,9.53,2022-11-24 03:01:24,88.675
8.98,87.88,7.79,9.07,18.0,2022-11-24 02:01:24,75.0
9.56,88.75,7.69,8.382,23.99,2022-11-24 01:01:24,75.0
10.23,89.79,7.58,7.688,19.53,2022-11-24 00:01:24,75.0
10.68,90.93,7.57,7.324,18.08,2022-11-23 23:01:24,75.0
10.89,91.17,7.65,7.114,17.72,2022-11-23 22:01:24,75.0
10.8,91.29,7.62,7.24,19.43,2022-11-23 21:01:24,75.0
10.68,90.89,7.61,7.32,17.04,2022-11-23 20:01:24,75.0
10.54,90.56,7.61,7.446,18.84,2022-11-23 19:01:24,75.0
10.3,89.96,7.63,7.643,17.55,2022-11-23 18:01:24,75.0
9.65,88.56,7.69,8.286,10.28,2022-11-23 17:01:24,86.8
9.13,87.91,7.77,8.91,8.47,2022-11-23 16:01:24,91.325
8.3,84.38,7.79,9.649,9.12,2022-11-23 15:01:24,89.7
8.75,87.14,7.79,9.368,16.38,2022-11-23 14:01:24,75.0
9.58,89.59,7.7,8.541,20.22,2022-11-23 13:01:24,75.0
10.26,91.08,7.58,7.851,20.94,2022-11-23 12:01:24,75.0
10.76,92.23,7.54,7.393,17.06,2022-11-23 11:01:24,75.0
11.12,93.11,7.6,7.1,17.58,2022-11-23 10:01:24,75.0
11.29,93.75,7.7,6.982,22.16,2022-11-23 09:01:24,75.0
10.97,92.89,7.61,7.234,20.96,2022-11-23 08:01:24,75.0
10.87,92.82,7.61,7.326,28.45,2022-11-23 07:01:24,75.0
10.76,92.36,7.62,7.378,16.43,2022-11-23 06:01:24,75.0
10.11,90.42,7.65,7.952,13.04,2022-11-23 05:01:24,79.9
9.42,89.15,7.74,8.745,8.78,2022-11-23 04:01:24,90.55
8.87,87.3,7.79,9.339,7.85,2022-11-23 03:01:24,92.875
8.37,85.18,7.79,9.762,6.9,2022-11-23 02:01:24,95.25
9.3,89.27,7.73,8.991,14.57,2022-11-23 01:01:24,76.075
10.04,91.52,7.61,8.298,23.75,2022-11-23 00:01:24,75.0
10.73,93.2,7.53,7.631,12.61,2022-11-22 23:01:24,80.975
11.15,94.31,7.54,7.228,9.21,2022-11-22 22:01:24,89.475
11.22,94.19,7.57,7.129,10.34,2022-11-22 21:01:24,86.65
11.17,94.38,7.57,7.217,11.61,2022-11-22 20:01:24,83.475
11.1,94.43,7.58,7.33,11.95,2022-11-22 19:01:24,82.625
10.86,93.64,7.57,7.56,12.87,2022-11-22 18:01:24,80.325
10.29,92.04,7.62,8.102,10.76,2022-11-22 17:01:24,85.6
9.87,91.12,7.69,8.544,9.99,2022-11-22 16:01:24,87.525
9.37,89.82,7.76,9.03,8.65,2022-11-22 15:01:24,90.875
8.73,87.23,7.79,9.572,9.88,2022-11-22 14:01:24,87.8
9.29,89.82,7.76,9.122,15.17,2022-11-22 13:01:24,75.0
10.14,92.61,7.63,8.378,17.68,2022-11-22 12:01:24,75.0
10.72,93.98,7.55,7.78,10.99,2022-11-22 11:01:24,85.025
11.08,94.81,7.52,7.421,10.33,2022-11-22 10:01:24,86.675
11.34,95.39,7.55,7.158,9.48,2022-11-22 09:01:24,88.8
11.24,95.15,7.56,7.257,9.87,2022-11-22 08:01:24,87.825
11.17,95.23,7.57,7.364,13.68,2022-11-22 07:01:24,78.3
11.06,94.9,7.59,7.472,10.15,2022-11-22 06:01:24,87.125
11.0,94.81,7.63,7.58,12.86,2022-11-22 05:01:24,80.35
10.18,92.31,7.7,8.346,13.17,2022-11-22 04:01:24,79.575
8.97,88.53,7.79,9.516,7.18,2022-11-22 03:01:24,94.55
